,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
28,2023/10/16,Mon,Brunei,McChicken Deluxe — Ala Carte,5.20,3.80,Regular Value Meal
29,2023/10/16,Mon,Brunei,McChicken Deluxe — Medium,6.20,4.53,Regular Value Meal
30,2023/10/16,Mon,Brunei,McChicken Deluxe — Large,6.80,4.97,Regular Value Meal
31,2023/10/16,Mon,Brunei,Happy Meal Cheeseburger,5.20,3.80,Happy Meal
32,2023/10/16,Mon,Brunei,Happy Meal Beefburger,4.90,3.58,Happy Meal
33,2023/10/16,Mon,Brunei,Happy Meal Fish Nuggets (4pcs),5.50,4.02,Happy Meal
34,2023/10/16,Mon,Brunei,Happy Meal Bubur McD (S),5.20,3.80,Happy Meal
35,2023/10/16,Mon,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.80,Happy Meal
36,2023/10/16,Mon,Brunei,Happy Meal with Fruit Tea — Happy Meal Ayam Goreng McD (1pc),5.00,3.65,Happy Meal
37,2023/10/16,Mon,Brunei,Happy Meal with Fruit Tea — Happy Meal Beef Burger,4.70,3.43,Happy Meal
38,2023/10/16,Mon,Brunei,Happy Meal with Fruit Tea — Happy Meal Bubur Mcd (S),5.00,3.65,Happy Meal
39,2023/10/16,Mon,Brunei,Happy Meal with Fruit Tea — Happy Cheeseburger,5.00,3.65,Happy Meal
40,2023/10/16,Mon,Brunei,Happy Meal with Fruit Tea — Happy Meal Fish Nuggets,5.00,3.65,Happy Meal
41,2023/10/16,Mon,Brunei,6 Pcs Fish Nuggets,4.00,2.92,Sides
42,2023/10/16,Mon,Brunei,9 Pcs Fish Nuggets,5.40,3.94,Sides
43,2023/10/16,Mon,Brunei,20 Pcs Fish Nuggets,10.50,7.67,Sides
44,2023/10/16,Mon,Brunei,2pcs Ayam Goreng McD,5.30,3.87,Sides
45,2023/10/16,Mon,Brunei,5pcs Ayam Goreng McD,12.00,8.76,Sides
46,2023/10/16,Mon,Brunei,9pcs Ayam Goreng McD,21.80,15.92,Sides
47,2023/10/16,Mon,Brunei,Rice,0.80,0.58,Sides
48,2023/10/16,Mon,Brunei,French Fries — Medium,2.20,1.61,Sides
49,2023/10/16,Mon,Brunei,French Fries — Large,2.50,1.83,Sides
50,2023/10/16,Mon,Brunei,Bubur McD — Small,3.20,2.34,Sides
51,2023/10/16,Mon,Brunei,Bubur McD — Large,3.70,2.70,Sides
52,2023/10/16,Mon,Brunei,Spicy Lemon Chicken McDeluxe — Ala Carte,6.30,4.60,Padas Promotion
53,2023/10/16,Mon,Brunei,Spicy Lemon Chicken McDeluxe — Medium,9.10,6.64,Padas Promotion
54,2023/10/16,Mon,Brunei,Spicy Lemon Chicken McDeluxe — Large,9.40,6.86,Padas Promotion
55,2023/10/16,Mon,Brunei,Double Spicy Chicken McDeluxe — Ala Carte,9.70,7.08,Padas Promotion
56,2023/10/16,Mon,Brunei,Double Spicy Chicken McDeluxe — Medium,12.50,9.13,Padas Promotion
57,2023/10/16,Mon,Brunei,Double Spicy Chicken McDeluxe — Large,12.80,9.35,Padas Promotion
58,2023/10/16,Mon,Brunei,Passion Cooler Fizz,3.50,2.56,Padas Promotion
